Dept 1,Dept 2,Dept 3,Dept 4,Dept 5,ltv
15,35,6,55,72,6159
78,55,24,40,84,6837
23,85,97,59,90,6870
26,75,4,72,87,6284
58,55,83,3,31,5223
71,23,47,95,0,4926
17,53,68,21,74,6288
41,61,40,5,22,5212
91,17,14,12,50,5194
21,69,0,23,17,4644
80,23,56,92,68,7079
64,29,0,76,6,5255
32,3,22,98,56,5287
55,32,97,81,18,5763
93,43,80,15,98,6241
4,25,77,64,41,6536
81,11,50,97,12,5020
34,88,57,73,60,6518
49,52,63,14,74,0
88,32,3,51,17,4634
56,51,65,80,73,6225
89,65,63,15,16,5699
61,21,31,32,16,5305
12,23,77,24,51,5681
71,35,12,10,34,5545
41,35,51,22,60,6307
0,7,76,57,76,5861
82,2,5,76,7,4857
9,44,18,40,21,5112
18,32,20,11,56,5159
58,32,37,26,18,5143
9,84,11,19,61,5070
96,28,41,56,43,4125
68,6,76,63,31,6807
11,30,20,58,97,4861
56,12,60,36,97,5830
77,69,87,53,17,8055
25,29,39,50,76,0
43,79,96,63,94,6760
52,9,86,92,42,6907
20,78,82,11,15,6536
25,65,43,22,64,4411
52,33,45,49,20,6229
60,27,39,69,69,9958
44,33,12,7,90,4681
70,53,88,8,44,6766
73,38,93,80,92,6497
71,29,57,8,57,4764
45,47,53,22,92,6606
37,38,30,44,54,4630
70,32,93,83,73,6633
76,21,19,11,1,4718
93,45,23,75,46,6960
14,22,57,95,69,6235
27,8,82,99,43,4519
74,38,99,62,47,7283
67,24,48,24,68,6129
72,85,10,79,24,5706
15,83,19,39,7,5420
53,97,32,99,10,6150
86,3,79,87,78,6023
4,88,54,64,16,7012
20,75,28,14,53,5272
49,81,11,16,83,6326
79,59,0,94,68,7264
78,32,56,30,73,5998
76,47,8,97,53,6920
69,98,26,35,43,6396
50,55,21,67,37,5729
64,60,0,21,15,5974
69,77,94,30,27,7169
78,95,41,85,38,7260
0,22,30,0,14,4209
85,73,19,32,5,4762
75,97,43,2,60,7006
87,97,33,11,59,6012
77,81,35,19,42,5913
47,0,88,2,16,5347
2,94,84,15,26,7828
18,39,42,26,16,6000
43,20,41,27,28,5400
67,81,40,48,50,6471
6,40,11,16,46,4842
58,88,53,92,99,8197
34,45,83,42,88,6050
82,51,60,99,52,6909
88,54,66,33,56,6110
39,32,6,75,72,5682
26,4,49,15,30,5362
14,44,94,70,85,7248
24,62,27,70,70,4758
27,82,46,27,2,5193
10,28,56,11,6,4807
36,68,11,76,97,6934
58,76,62,5,88,6353
22,62,48,55,85,7048
27,69,81,78,29,0
11,49,96,82,71,6484
82,94,75,81,73,8157
62,2,64,79,78,6608
5,72,27,44,65,6093
66,7,14,22,78,6190
55,3,94,93,53,6862
33,11,66,70,65,5079
77,27,36,27,92,5748
51,85,76,80,24,5408
2,89,68,9,31,5140
10,17,65,84,37,6977
72,65,52,3,24,5332
30,23,87,60,2,6399
74,86,65,34,43,6543
77,63,25,44,20,4319
81,67,30,98,95,7335
67,79,97,76,74,8666
81,4,85,77,67,5611
78,40,63,22,61,5884
91,26,44,1,54,6170
75,84,10,43,81,7373
83,0,21,50,0,5397
99,47,71,45,68,6763
55,64,9,59,88,0
85,30,35,57,77,6865
3,55,79,67,7,6639
63,19,31,96,68,6549
98,75,69,8,3,6139
68,34,75,85,2,5090
81,91,50,73,91,8423
43,78,69,37,64,4690
41,72,80,49,6,5312
68,80,52,77,90,6766
1,55,17,90,26,5029
52,58,27,75,16,5409
41,56,35,61,24,-2807
90,12,61,3,79,5195
4,19,34,48,58,5843
1,58,69,88,96,7435
45,0,35,46,73,5152
52,13,65,61,14,6373
28,58,33,84,24,5097
42,51,3,64,59,5802
11,38,85,0,13,6021
44,67,33,98,90,7203
11,59,98,61,88,6103
40,99,42,57,76,4677
24,47,97,56,54,6507
5,57,99,42,37,6255
48,44,49,15,3,4862
88,74,73,48,17,5818
29,0,68,35,72,5380
22,50,58,65,33,0
35,69,37,50,20,4011
90,88,45,93,64,7536
39,61,20,5,43,4612
28,44,2,52,7,5277
14,2,3,75,16,4603
1,19,94,19,99,6176
93,18,3,99,87,6106
11,50,16,61,74,5353
66,36,97,17,46,7244
39,41,70,90,77,6837
24,11,19,88,50,6043
80,65,62,19,30,0
72,82,58,52,73,7483
42,87,27,97,92,5595
45,40,87,69,33,6554
8,52,13,13,82,5001
76,6,94,49,72,7230
51,42,29,6,27,5084
32,27,80,47,25,6149
67,46,9,87,73,5589
24,60,59,96,59,6082
44,52,8,49,41,6018
46,64,54,17,6,6241
86,73,32,4,35,6012
6,30,3,40,78,5207
71,92,41,17,71,8015
73,75,64,42,66,6827
79,8,92,69,25,6425
0,39,30,38,62,5742
54,57,88,18,15,5524
84,18,40,1,52,5674
79,37,38,25,39,6926
48,47,75,71,72,5461
66,47,0,77,53,5559
18,47,52,10,30,5524
13,75,96,9,43,5623
1,89,84,79,12,5819
42,45,91,24,18,5934
8,97,77,44,60,6789
64,3,82,32,60,5701
10,27,65,52,0,4500
51,69,9,74,94,6309
13,98,17,55,71,5567
36,16,21,18,53,4991
94,58,9,2,24,5532
36,90,21,16,38,5837
34,65,66,98,55,6703
44,34,1,1,39,5726
59,21,90,17,33,6469
65,34,52,19,57,5696
30,24,41,83,24,8361
13,49,62,49,51,5534
24,42,18,59,12,5033
61,81,40,57,71,6772
61,38,48,91,6,6698
81,38,5,54,56,6198
27,20,98,23,26,4816
95,79,98,50,13,6451
60,93,46,96,49,7146
44,1,41,67,43,5950
39,26,77,11,79,5218
47,59,17,92,21,5602
95,93,67,26,94,7537
39,32,43,25,76,6438
25,67,1,49,72,5613
69,10,83,7,86,5211
38,9,57,0,49,4632
37,25,5,39,26,5630
8,35,24,29,78,5035
5,6,16,28,61,4966
99,46,70,50,68,5759
83,31,15,69,4,5279
91,81,6,33,76,7009
7,86,8,96,72,6468
36,47,51,19,4,5697
56,22,24,58,42,5959
10,4,14,48,59,5169
91,17,56,59,56,6301
37,7,28,65,41,5626
68,95,8,12,71,5165
49,25,35,64,20,5358
42,48,18,72,45,2383
7,33,69,93,81,6066
50,6,46,86,98,6116
62,85,49,94,99,6760
52,53,50,13,51,0
2,9,52,96,82,6142
2,19,74,35,67,5907
44,11,89,29,27,6037
77,53,71,3,85,7608
82,37,62,99,19,7105
45,37,53,43,75,5515
21,27,86,60,27,4980
34,11,94,10,70,4653
41,23,48,54,16,5561
61,38,21,82,23,5125
69,46,88,87,91,7496
56,2,50,79,53,5740
64,4,2,36,1,5155
74,44,61,50,84,7510
99,6,3,15,12,5796
96,21,9,77,55,5607
94,32,64,8,53,6102
15,39,29,54,54,5506
82,8,55,20,82,6547
25,42,22,10,28,4932
65,66,8,78,92,5082
59,73,45,48,65,6466
40,77,25,18,63,6492
71,17,84,58,64,7046
96,44,30,72,54,6025
3,87,75,79,38,6577
84,80,58,36,37,6433
57,30,2,42,94,5069
71,60,25,50,32,7404
21,33,47,18,49,5109
99,92,32,79,1,5453
90,44,49,13,48,6446
75,41,78,38,80,6026
3,22,31,93,27,5471
47,87,98,81,66,6383
3,50,83,34,72,5899
34,70,17,22,75,6694
19,36,34,12,51,4371
53,59,95,28,16,5642
83,10,44,89,99,7080
53,14,18,28,49,4805
77,83,14,17,66,5951
93,51,31,21,27,5745
46,72,74,93,11,6932
37,25,46,47,93,5307
34,39,0,68,52,3609
27,90,29,48,44,6145
15,40,23,64,29,4763
59,20,82,86,64,6978
50,30,81,60,20,6544
85,37,55,37,8,5257
36,23,37,61,44,8165
91,20,85,82,26,6817
0,29,73,94,33,7053
74,1,12,95,55,6731
99,2,43,49,30,5754
46,11,8,39,18,4817
48,62,40,28,72,0
98,84,21,47,64,5761
19,62,30,63,76,4843
20,34,5,37,56,5532
15,71,11,15,93,6072
65,92,47,85,82,7443
47,11,67,10,1,5728
91,66,57,54,69,6375
40,35,62,31,75,6173
35,2,32,4,50,4309
39,65,8,67,42,6380
44,60,36,60,82,5618
97,90,35,7,47,6312
13,75,52,48,95,5200
31,96,68,42,35,8297
5,23,5,17,26,4768
39,26,34,79,49,9582
10,21,84,35,75,6566
4,46,88,81,69,6263
87,93,41,64,32,5591
81,46,75,11,20,5974
13,14,60,50,85,6336
92,53,82,66,98,8218
8,57,69,77,82,5915
47,11,84,67,6,5623
88,51,38,97,18,6823
63,15,47,72,98,6501
93,52,9,69,68,6820
59,11,63,23,72,5591
31,66,4,25,97,4694
84,10,36,59,99,5388
54,97,98,96,42,8021
91,72,62,53,21,6030
96,70,86,97,75,6934
23,73,33,50,74,5623
45,53,76,64,38,5535
1,70,38,96,39,6366
96,15,30,97,0,6228
24,79,46,49,45,6830
26,15,91,18,22,4594
11,67,27,82,20,5381
32,40,28,88,58,3554
92,20,97,9,87,7191
5,46,93,26,56,4776
26,0,99,82,71,6385
72,17,81,92,82,6855
10,69,27,50,5,5620
40,18,11,58,29,5487
63,45,88,87,99,7907
60,42,9,92,60,5825
74,11,54,52,62,5553
82,49,30,14,67,6059
67,95,12,13,81,5311
20,24,26,39,59,5571
64,66,50,32,29,0
24,66,95,19,49,5464
27,3,7,91,55,5948
49,47,97,73,86,6867
53,77,90,34,78,5629
91,42,73,43,63,6237
36,52,14,12,67,6014
61,81,74,4,15,6179
44,15,37,47,64,5456
44,62,24,48,58,6339
35,92,92,88,12,6639
96,11,23,67,52,5076
25,73,95,24,9,4952
48,39,99,5,70,5195
34,25,50,73,72,0
49,27,42,12,51,5857
7,68,82,12,68,5404
85,76,96,45,63,6937
7,83,57,43,56,6185
32,33,84,43,36,5098
9,31,26,86,56,5309
2,91,17,21,67,5166
70,64,73,92,6,5902
0,76,55,42,38,5867
88,17,2,33,68,6229
31,53,42,44,73,5797
83,56,27,82,20,5621
70,77,98,54,68,6722
68,91,99,11,17,5925
21,89,85,74,2,6500
49,49,24,80,97,6215
34,74,39,46,81,5615
10,87,14,8,68,5638
29,14,54,36,85,4733
43,6,17,73,71,6980
83,85,56,28,39,5600
28,59,79,75,56,6679
15,79,33,54,91,6268
14,58,69,81,33,5655
45,71,42,38,39,6919
34,73,43,70,89,6219
96,4,26,99,55,6967
11,78,0,41,5,5592
62,70,99,44,17,7342
99,48,77,49,18,6626
19,91,22,63,62,6614
47,85,7,1,82,5896
43,1,10,73,88,5163
8,18,63,98,35,4768
3,56,77,5,98,5912
37,23,0,67,74,5703
16,66,43,86,1,6229
64,9,61,16,66,7014
5,91,86,65,59,5774
52,75,85,52,95,6945
54,63,17,24,60,0
25,37,83,43,44,6645
91,1,26,72,22,6088
67,86,90,56,56,7705
58,92,21,13,90,6177
97,42,53,79,11,6894
96,69,44,97,63,7403
54,97,31,38,69,5902
68,58,77,49,75,6589
68,63,47,34,62,4224
71,55,44,56,68,0
83,12,61,71,11,5583
31,30,69,8,95,5517
79,7,41,13,37,5978
34,34,72,42,50,6561
54,25,38,8,66,5019
5,97,10,38,99,5546
30,72,11,44,26,5631
44,50,0,18,28,5375
1,25,60,11,59,4640
87,1,9,66,41,4201
3,57,55,22,84,3758
21,49,86,33,87,6357
67,99,81,59,84,6089
29,35,8,70,44,5402
74,68,21,44,50,6794
48,43,46,77,60,0
92,55,12,5,35,5062
90,77,95,38,33,7397
6,68,11,68,9,5136
90,3,53,31,86,6864
40,73,93,2,54,7573
73,9,84,47,98,6364
26,84,57,85,37,0
13,40,94,68,70,6190
69,75,32,87,45,6359
34,53,9,95,17,6053
54,50,32,17,91,5997
32,0,36,42,51,4322
63,8,58,39,28,6583
28,84,53,23,92,5528
49,59,8,14,84,6156
87,86,11,65,36,6284
53,2,99,56,25,5226
73,95,63,40,37,6408
41,76,33,66,38,5979
35,46,84,91,83,7487
50,60,77,34,41,0
26,7,48,83,70,5801
51,4,68,54,96,5933
73,9,54,54,33,6153
54,74,85,79,94,7239
60,24,93,62,59,6622
64,65,3,95,3,6593
43,27,94,99,50,6554
82,55,9,4,46,4836
13,31,17,74,58,5346
64,33,16,82,8,5358
82,30,98,66,61,6444
33,45,24,41,78,5447
70,31,46,41,85,6385
49,78,91,79,14,6785
87,2,83,21,15,5879
52,37,2,33,70,4615
38,2,84,16,60,4808
64,59,43,59,83,5963
2,43,59,92,23,6186
38,83,66,23,36,6718
0,74,66,47,18,6526
14,27,60,95,74,6221
89,0,36,67,58,5898
92,54,52,28,43,7109
28,27,63,32,56,7196
29,47,54,75,70,0
44,70,96,50,64,6416
14,82,60,1,53,5657
53,49,67,1,84,5604
62,36,53,40,32,6157
65,51,0,62,99,5441
50,5,42,21,24,5826
39,70,70,36,83,6448
86,19,94,92,45,7857
18,89,49,54,13,5392
38,51,42,45,94,5812
42,89,99,64,51,6301
69,3,68,96,37,6899
29,0,6,34,87,4739
69,56,94,8,15,6189
40,68,62,95,42,5550
15,85,50,52,26,6259
37,76,88,72,67,7026
86,20,4,54,83,6543
41,1,33,84,76,5968
31,12,3,85,83,5668
35,95,60,44,17,5706
54,89,94,45,85,6472
28,21,5,15,42,6050
44,28,31,14,98,6908
25,49,47,17,99,6105
35,22,58,24,1,3632
48,76,16,67,9,5497
53,37,17,15,16,4686
16,65,54,74,53,5590
29,80,17,91,78,6918
66,33,83,54,76,6874
61,50,55,75,73,0
87,24,42,44,68,4974
9,33,62,61,60,5527
72,39,4,0,51,6041
31,55,51,40,10,0
48,49,15,6,28,5460
52,94,29,71,13,6564
58,40,63,60,68,6742
64,69,46,76,4,7313
39,5,43,79,89,5792
97,2,71,97,5,6243
15,23,56,17,29,4011
83,6,62,23,53,6072
6,32,2,50,43,5413
68,57,54,18,88,5746
41,70,50,65,58,7196
15,42,22,45,33,3915
65,18,53,27,82,6131
38,16,12,76,65,5341
7,78,99,25,17,6026
16,30,96,64,16,5942
84,48,88,11,7,5430
17,78,92,37,48,9015
18,56,89,76,81,7199
89,80,42,58,43,0
15,90,16,17,68,5565
28,52,24,69,22,5402
73,56,65,8,99,6763
82,46,66,5,70,5742
55,57,62,75,96,6809
43,42,81,86,66,5956
78,36,57,55,18,5765
42,47,16,74,33,6955
51,68,83,59,91,7062
14,37,21,78,25,5669
36,22,39,34,94,5855
93,69,80,22,20,6563
68,51,9,73,13,5033
21,98,28,93,11,5956
46,92,45,8,4,4998
63,89,80,56,65,7731
83,84,74,81,79,6675
95,94,6,24,53,5458
92,33,2,61,0,5765
4,39,28,94,82,5343
61,37,77,39,39,6558
62,9,74,76,45,5341
17,43,59,29,2,4903
47,13,42,90,46,6045
37,34,5,2,78,4809
76,15,22,52,96,5273
55,96,11,46,3,5871
55,98,20,31,44,5980
11,1,72,21,21,4465
62,73,87,53,7,6821
62,90,50,25,37,6312
81,61,75,52,90,6497
35,45,80,87,71,7523
81,75,78,16,63,6885
3,77,61,99,20,6032
85,38,59,24,29,5758
32,23,46,9,47,5725
2,9,40,79,39,6081
82,74,74,40,82,6786
46,6,15,17,97,5202
34,94,71,50,40,6933
64,89,81,87,44,6272
62,28,35,76,3,6582
16,82,37,4,97,5993
50,70,39,16,70,5060
38,84,22,47,58,6086
14,58,93,62,12,6418
59,12,50,23,40,5316
6,31,35,61,66,5217
14,32,57,42,81,6046
3,93,26,44,42,4975
72,70,75,8,74,0
36,62,84,41,96,6346
92,64,49,2,40,6435
23,86,70,58,93,6572
83,98,80,94,24,7708
80,66,60,67,51,0
39,9,23,94,17,5119
95,81,54,85,57,6627
91,29,63,65,2,5331
10,26,40,81,21,9288
82,58,52,23,66,6211
97,30,81,56,50,6599
78,85,72,5,75,6932
50,90,57,28,29,5959
7,99,44,69,22,5434
21,46,52,92,68,6714
99,77,40,37,6,4886
67,64,90,93,78,7164
23,11,19,54,9,4841
2,86,36,33,60,5018
79,20,94,67,50,7112
25,87,98,89,0,6663
23,64,8,90,54,2825
54,26,45,89,30,5324
46,57,77,53,26,6530
91,63,19,90,9,6486
16,29,90,99,81,6862
27,38,12,19,39,5536
10,42,88,7,99,5712
19,20,67,85,22,6649
68,24,76,48,57,6065
78,66,51,91,36,6777
57,89,0,74,25,6261
29,2,66,4,31,4901
33,16,34,56,60,5157
99,78,72,86,12,6526
8,66,64,32,80,6636
82,92,4,34,60,6564
85,1,59,71,94,6655
27,88,60,72,15,0
39,8,12,44,5,4747
25,40,72,9,69,5821
75,63,79,25,84,6317
1,76,28,26,72,4931
76,13,52,16,37,4942
87,17,80,61,29,4730
24,90,86,26,35,7992
50,14,92,45,62,5972
29,17,4,94,65,4384
70,82,63,92,8,6766
53,85,35,69,17,5552
81,48,15,20,57,4646
49,62,2,81,81,5953
16,98,89,69,85,6815
82,77,44,76,90,6681
68,85,48,62,55,0
7,12,49,37,38,3782
36,60,97,53,79,5727
27,47,34,17,55,5414
40,89,53,1,20,5324
58,52,92,30,29,6032
3,44,12,75,39,5798
46,81,75,99,86,8395
62,28,0,79,11,4719
26,50,10,81,59,3971
96,60,59,54,39,7315
40,30,19,8,13,4696
61,77,45,39,76,6239
57,38,88,20,9,5589
29,17,15,39,20,5321
93,30,92,57,98,7794
73,70,27,64,84,0
75,26,57,21,41,6651
83,78,12,73,36,5256
12,71,28,32,54,5513
30,62,42,74,25,3216
4,79,76,35,45,7610
31,65,5,19,31,4717
34,34,21,17,50,5226
23,36,60,95,99,5894
49,1,89,70,52,5769
82,0,51,95,90,6147
42,62,84,5,96,6629
48,4,31,74,26,6855
16,28,22,30,70,6090
41,92,59,41,29,6048
54,73,9,44,12,5628
20,44,89,81,87,7469
0,29,41,88,42,5753
12,22,1,76,0,4934
6,16,12,96,75,5357
9,2,87,87,16,5604
98,66,30,90,18,5815
79,88,28,37,14,6073
34,64,80,33,70,5646
0,46,29,33,44,5249
17,25,19,25,86,5457
34,75,38,1,74,6479
13,16,15,59,27,4623
67,67,53,51,59,5706
66,20,73,93,13,5829
72,0,43,16,36,4673
90,68,87,80,44,7499
38,7,11,15,86,4734
97,43,92,77,97,6549
85,56,59,57,81,5755
32,37,25,68,60,6207
18,71,31,11,26,6004
49,19,55,55,80,5410
92,60,71,6,17,5996
34,61,41,81,58,6835
41,6,96,65,78,6818
29,85,69,8,97,5888
